X,Y,Z,timestamp
-0.436,0.362,0.782,11422.963205226923
-0.436,0.362,0.782,11422.967198593127
-0.436,0.362,0.782,11422.971191959332
-0.436,0.362,0.782,11422.975185325535
-0.436,0.362,0.782,11422.97917869174
-0.456,0.376,0.782,11422.983172057944
-0.456,0.376,0.782,11422.987165424147
-0.456,0.376,0.782,11422.991158790352
-0.456,0.376,0.782,11422.995152156556
-0.456,0.376,0.782,11422.999145522761
-0.456,0.376,0.782,11423.003138888964
-0.456,0.376,0.782,11423.007132255168
-0.456,0.376,0.782,11423.011125621373
-0.456,0.376,0.782,11423.015118987576
-0.456,0.376,0.782,11423.01911235378
-0.462,0.376,0.778,11423.023105719985
-0.462,0.376,0.778,11423.027099086188
-0.462,0.376,0.778,11423.031092452393
-0.462,0.376,0.778,11423.035085818598
-0.462,0.376,0.778,11423.0390791848
-0.462,0.376,0.778,11423.043072551005
-0.462,0.376,0.778,11423.04706591721
-0.462,0.376,0.778,11423.051059283413
-0.462,0.376,0.778,11423.055052649617
-0.462,0.376,0.778,11423.059046015822
-0.468,0.384,0.776,11423.063039382027
-0.468,0.384,0.776,11423.06703274823
-0.468,0.384,0.776,11423.071026114434
-0.468,0.384,0.776,11423.075019480639
-0.468,0.384,0.776,11423.079012846842
-0.468,0.384,0.776,11423.083006213046
-0.468,0.384,0.776,11423.086999579251
-0.468,0.384,0.776,11423.090992945454
-0.468,0.384,0.776,11423.094986311658
-0.468,0.384,0.776,11423.098979677863
-0.468,0.384,0.776,11423.102973044066
-0.466,0.392,0.772,11423.10696641027
-0.466,0.392,0.772,11423.110959776475
-0.466,0.392,0.772,11423.114953142678
-0.466,0.392,0.772,11423.118946508883
-0.466,0.392,0.772,11423.122939875087
-0.466,0.392,0.772,11423.126933241292
-0.466,0.392,0.772,11423.130926607495
-0.466,0.392,0.772,11423.1349199737
-0.466,0.392,0.772,11423.138913339904
-0.466,0.392,0.772,11423.142906706107
-0.468,0.398,0.778,11423.146900072312
-0.468,0.398,0.778,11423.150893438517
-0.468,0.398,0.778,11423.15488680472
-0.468,0.398,0.778,11423.158880170924
-0.468,0.398,0.778,11423.162873537129
-0.468,0.398,0.778,11423.166866903332
-0.468,0.398,0.778,11423.170860269536
-0.468,0.398,0.778,11423.17485363574
-0.468,0.398,0.778,11423.178847001944
-0.468,0.398,0.778,11423.182840368148
-0.468,0.392,0.774,11423.186833734353
-0.468,0.392,0.774,11423.190827100558
-0.468,0.392,0.774,11423.19482046676
-0.468,0.392,0.774,11423.198813832965
-0.468,0.392,0.774,11423.20280719917
-0.468,0.392,0.774,11423.206800565373
-0.468,0.392,0.774,11423.210793931577
-0.468,0.392,0.774,11423.214787297782
-0.468,0.392,0.774,11423.218780663985
-0.468,0.392,0.774,11423.22277403019
-0.466,0.38,0.776,11423.226767396394
-0.466,0.38,0.776,11423.230760762597
-0.466,0.38,0.776,11423.234754128802
-0.466,0.38,0.776,11423.238747495006
-0.466,0.38,0.776,11423.24274086121
-0.466,0.38,0.776,11423.246734227414
-0.466,0.38,0.776,11423.250727593619
-0.466,0.38,0.776,11423.254720959823
-0.466,0.38,0.776,11423.258714326026
-0.466,0.38,0.776,11423.26270769223
-0.46,0.382,0.774,11423.266701058436
-0.46,0.382,0.774,11423.270694424638
-0.46,0.382,0.774,11423.274687790843
-0.46,0.382,0.774,11423.278681157048
-0.46,0.382,0.774,11423.28267452325
-0.46,0.382,0.774,11423.286667889455
-0.46,0.382,0.774,11423.29066125566
-0.46,0.382,0.774,11423.294654621863
-0.46,0.382,0.774,11423.298647988067
-0.46,0.382,0.774,11423.302641354272
-0.464,0.388,0.778,11423.306634720475
-0.464,0.388,0.778,11423.31062808668
-0.464,0.388,0.778,11423.314621452884
-0.464,0.388,0.778,11423.318614819089
-0.464,0.388,0.778,11423.322608185292
-0.464,0.388,0.778,11423.326601551496
-0.464,0.388,0.778,11423.330594917701
-0.464,0.388,0.778,11423.334588283904
-0.464,0.388,0.778,11423.338581650109
-0.464,0.388,0.778,11423.342575016313
-0.462,0.384,0.776,11423.346568382516
-0.462,0.384,0.776,11423.35056174872
-0.462,0.384,0.776,11423.354555114925
-0.462,0.384,0.776,11423.358548481128
-0.462,0.384,0.776,11423.362541847333
-0.462,0.384,0.776,11423.366535213538
-0.462,0.384,0.776,11423.370528579742
-0.462,0.384,0.776,11423.374521945945
-0.462,0.384,0.776,11423.37851531215
-0.462,0.384,0.776,11423.382508678354
-0.462,0.384,0.776,11423.386502044557
-0.46,0.382,0.776,11423.390495410762
-0.46,0.382,0.776,11423.394488776967
-0.46,0.382,0.776,11423.39848214317
-0.46,0.382,0.776,11423.402475509374
-0.46,0.382,0.776,11423.406468875579
-0.46,0.382,0.776,11423.410462241782
-0.46,0.382,0.776,11423.414455607986
-0.46,0.382,0.776,11423.418448974191
-0.46,0.382,0.776,11423.422442340394
-0.46,0.382,0.776,11423.426435706599
-0.46,0.388,0.774,11423.430429072803
-0.46,0.388,0.774,11423.434422439008
-0.46,0.388,0.774,11423.43841580521
-0.46,0.388,0.774,11423.442409171415
-0.46,0.388,0.774,11423.44640253762
-0.46,0.388,0.774,11423.450395903823
-0.46,0.388,0.774,11423.454389270028
-0.46,0.388,0.774,11423.458382636232
-0.46,0.388,0.774,11423.462376002435
-0.46,0.388,0.774,11423.46636936864
-0.454,0.382,0.774,11423.470362734844
-0.454,0.382,0.774,11423.474356101047
-0.454,0.382,0.774,11423.478349467252
-0.454,0.382,0.774,11423.482342833457
-0.454,0.382,0.774,11423.48633619966
-0.454,0.382,0.774,11423.490329565864
-0.454,0.382,0.774,11423.494322932069
-0.454,0.382,0.774,11423.498316298273
-0.454,0.382,0.774,11423.502309664476
